id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_coed,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
556,"BHW-T10 2P D10, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D10,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,7381695204-BHW-T10 2P D10,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
557,"BHW-T10 2P D16, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D16,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,2197806354-BHW-T10 2P D16,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
558,"BHW-T10 2P D20, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D20,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,7460823159-BHW-T10 2P D20,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
559,"BHW-T10 2P D25, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D25,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,2049568731-BHW-T10 2P D25,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
560,"BHW-T10 2P D32, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D32,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,6349275018-BHW-T10 2P D32,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
561,"BHW-T10 2P D40, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D40,--,1899.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,2745693810-BHW-T10 2P D40,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
562,"BHW-T10 2P D50, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D50,--,1899.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,7238965410-BHW-T10 2P D50,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
563,"BHW-T10 2P D63, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D63,--,1899.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,7261304589-BHW-T10 2P D63,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
564,"BHW-T10 3P D1, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D1,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,7463521908-BHW-T10 3P D1,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
565,"BHW-T10 3P D2, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D2,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,0768924153-BHW-T10 3P D2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
566,"BHW-T10 3P , MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D3,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,6375914082-BHW-T10 3P D3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
567,"BHW-T10 3P D4, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D4,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,8960372451-BHW-T10 3P D4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
568,"BHW-T10 3P D6, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D6,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,3872194605-BHW-T10 3P D6,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
569,"BHW-T10 3P D10, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D10,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,9370824561-BHW-T10 3P D10,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
570,"BHW-T10 3P D16, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D16,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,8594061372-BHW-T10 3P D16,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
571,"BHW-T10 3P D20, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D20,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,1749325068-BHW-T10 3P D20,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
572,"BHW-T10 3P D25, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D25,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,5283619470-BHW-T10 3P D25,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
573,"BHW-T10 3P D32, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D32,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,6908251473-BHW-T10 3P D32,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
574,"BHW-T10 3P D40, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D40,--,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,4192038675-BHW-T10 3P D40,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
575,"BHW-T10 3P D50, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D50,--,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,4186302579-BHW-T10 3P D50,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
576,"BHW-T10 3P D63, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D63,--,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,7810645392-BHW-T10 3P D63,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
577,"BHW-T10 4P D1, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P D1,--,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,7689435120-BHW-T10 4P D1,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
578,"BHW-T10 4P D2, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P D2,--,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,0954182673-BHW-T10 4P D2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
579,"BHW-T10 4P D3, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P D3,--,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,9580246731-BHW-T10 4P D3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
580,"BHW-T10 4P D4, MCB, four Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P D4,--,3044.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,9836027145-BHW-T10 4P D4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
